"ESTADO","NOMBRE ESTADO","DISTRITO","DISTRITO","CABECERA DISTRITAL","SECCIONES","CASILLAS"," PAN"," PRI"," PPS"," PRD"," PFCRN"," PARM"," PDM"," PRT"," PEM"," PT"," CANDIDATOS NO REGISTRADOS"," NULOS","TOTAL VOTOS","LISTA NOMINAL"
"5","COAHUILA","5","V","Frontera","231",,"2,479","13,463","178","157","784","339",,,,,"4","397","17,801","91,796"
