"ESTADO","NOMBRE ESTADO","DISTRITO","CABECERA DISTRITAL","SECCIONES","CASILLAS"," PAN"," APT"," PRD"," PT"," CONVERGENCIA"," PLM"," CANDIDATOS NO REGISTRADOS"," NULOS","TOTAL VOTOS","LISTA NOMINAL"
"16","MICHOACAN","5","Zamora","204","423","17,004","15,715","19,538","634","671",,"48","1,039","54,649","227,002"
