"ESTADO","NOMBRE ESTADO","DISTRITO","CABECERA DISTRITAL","SECCIONES","CASILLAS"," PAN"," APT"," PRD"," PT"," CONVERGENCIA"," PLM"," CANDIDATOS NO REGISTRADOS"," NULOS","TOTAL VOTOS","LISTA NOMINAL"
"5","COAHUILA","6","Torreón","183","350","24,196","28,801","3,569","721","194","142","19","742","58,384","196,263"
