"ESTADO","NOMBRE ESTADO","DISTRITO","DISTRITO","CABECERA DISTRITAL","SECCIONES","CASILLAS"," PAN"," PRI"," PPS"," PRD"," PFCRN"," PARM"," UNO PDM"," PT"," PVEM"," CANDIDATOS NO REGISTRADOS"," NULOS","TOTAL VOTOS","LISTA NOMINAL"
"30","VERACRUZ","22","XXII","San Andrés Tuxtla","197","312","2,070","24,022","390","24,048","610","198","3","347","148","27","1,275","53,138","155,620"
