"ESTADO","NOMBRE ESTADO","DISTRITO","DISTRITO","CABECERA DISTRITAL","SECCIONES","CASILLAS"," PAN"," PRI"," PPS"," PRD"," PFCRN"," PARM"," UNO PDM"," PT"," PVEM"," CANDIDATOS NO REGISTRADOS"," NULOS","TOTAL VOTOS","LISTA NOMINAL"
"21","PUEBLA","4","IV","Atlixco","186","277","18,922","16,848","227","7,757","312","268","90","597","316","20","2,013","47,370","132,665"
